Name,Nation,Team,Position,Age,Matches_Played,Starts,Minutes,Goals,Assists,Yellow_Cards,Red_Cards,xG,xAG,Progressive_Carries,Progressive_Passes,Progressive_Passes_Received,Goals_Per90,Assists_Per90,xG_Per90,xAG_Per90,GA90,Save_Pct,CS_Pct,PK_Save_Pct,SoT_Pct,SoT_Per90,Goals_Per_Shot,Avg_Shot_Distance,Passes_Completed,Pass_Completion_Pct,Progressive_Passing_Distance,Short_Pass_Pct,Medium_Pass_Pct,Long_Pass_Pct,Key_Passes,Passes_Into_Final_Third,Passes_Into_Penalty_Area,Crosses_Into_Penalty_Area,SCA,SCA90,GCA,GCA90,Tackles,Tackles_Won,Challenges,Challenges_Lost,Blocks,Blocked_Shots,Blocked_Passes,Interceptions,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Take_Ons_Attempted,Take_Ons_Success_Pct,Take_Ons_Tackled_Pct,Carries,Progressive_Carries_Distance,Carries_Into_Final_Third,Carries_Into_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Ball_Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won_Pct,transfer_value,Cluster
Joe Lumley,eng ENG,Southampton,GK,29,3,3,270,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.33,65.0,0.0,N/a,N/a,0.0,N/a,N/a,106,70.2,1476,95.5,91.3,35.6,0,2,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,164,116,161,3,0,0,0,N/a,N/a,103,296,0,0,0,0,108,0,0,0,0,2,2,1,66.7,€0.7M,0
Massimo Luongo,au AUS,Ipswich Town,MF,31,11,2,201,0,0,0,0,0.0,0.0,0,6,1,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,50,75.8,183,88.2,75.0,37.5,0,1,0,0,0,0.0,0,0.0,9,6,8,3,4,2,2,2,87,9,34,33,20,2,0,N/a,N/a,46,27,0,0,2,3,50,1,2,0,1,10,2,0,100.0,N/a,0
Ian Maatsen,nl NED,Aston Villa,DF,22,29,10,1139,1,2,2,0,0.9,2.7,31,50,104,0.08,0.16,0.07,0.22,N/a,N/a,N/a,N/a,26.3,0.4,0.05,22.1,609,81.5,2492,88.7,85.1,50.0,19,22,19,3,52,4.11,7,0.55,29,17,24,7,13,0,13,15,917,56,247,334,348,47,29,44.8,55.2,505,1184,17,13,22,25,564,11,9,3,51,67,10,6,62.5,€23.8M,0
Alexis Mac Allister,ar ARG,Liverpool,MF,25,35,30,2599,5,5,6,0,2.8,4.7,36,177,80,0.17,0.17,0.1,0.16,N/a,N/a,N/a,N/a,34.2,0.45,0.13,18.1,1273,83.5,5748,90.3,88.4,55.6,45,122,35,2,120,4.15,15,0.52,95,58,104,49,61,6,55,22,1860,56,284,960,637,60,42,38.1,50.0,915,2018,43,5,31,22,1228,62,40,2,86,148,19,34,35.8,€117M,0
James Maddison,eng ENG,Tottenham,MF,27,31,21,1809,9,7,6,0,5.8,4.2,45,164,95,0.45,0.35,0.29,0.21,N/a,N/a,N/a,N/a,43.6,0.85,0.23,16.7,1021,81.3,5028,90.9,86.2,46.3,41,123,32,5,95,4.73,18,0.9,31,19,29,20,15,4,11,12,1464,26,210,691,576,77,77,42.9,44.2,1026,2279,39,20,23,25,1125,32,64,4,98,76,5,7,41.7,€57.3M,0
Gabriel Magalhães,br BRA,Arsenal,DF,26,28,28,2363,3,1,4,0,2.6,0.9,10,126,11,0.11,0.04,0.1,0.03,N/a,N/a,N/a,N/a,22.7,0.19,0.14,9.5,1480,90.2,7938,96.9,94.2,53.9,13,145,8,0,35,1.33,6,0.23,25,15,16,4,42,29,13,16,1873,189,672,985,225,40,5,80.0,20.0,1116,2669,22,0,9,2,1366,19,19,0,9,63,53,37,58.9,€66.5M,0
Edmond-Paris Maghoma,eng ENG,Brentford,MFFW,23,8,0,119,0,0,0,0,0.1,0.1,4,13,4,0.0,0.0,0.09,0.08,N/a,N/a,N/a,N/a,0.0,0.0,0.00,23.8,76,90.5,343,95.0,93.5,85.7,1,2,0,0,4,3.03,1,0.76,2,1,3,2,2,2,0,1,101,2,18,58,27,4,4,75.0,25.0,68,221,3,1,2,0,75,2,4,0,3,7,1,3,25.0,€0.9M,0
Harry Maguire,eng ENG,Manchester Utd,DF,31,27,19,1758,1,0,7,0,1.8,0.6,7,51,7,0.05,0.0,0.09,0.03,N/a,N/a,N/a,N/a,40.0,0.31,0.07,8.2,965,85.5,6236,90.3,91.0,57.6,9,48,4,0,20,1.02,0,0.0,30,15,23,6,15,12,3,40,1328,147,652,616,76,44,5,40.0,60.0,782,2056,9,3,10,2,856,18,11,2,4,68,64,25,71.9,€13.8M,0
Kobbie Mainoo,eng ENG,Manchester Utd,MF,19,25,19,1651,0,0,5,0,0.7,1.6,22,65,47,0.0,0.0,0.04,0.09,N/a,N/a,N/a,N/a,13.3,0.11,0.00,20.5,723,86.5,2346,92.2,87.7,68.9,14,50,12,1,34,1.85,3,0.16,46,29,40,16,16,2,14,19,1061,25,197,587,287,36,50,46.0,50.0,652,1222,17,10,36,36,760,27,21,3,7,88,19,31,38.0,€62.7M,0
Tyrell Malacia,nl NED,Manchester Utd,DF,24,3,2,100,0,0,1,0,0.0,0.0,3,3,6,0.0,0.0,0.0,0.03,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,49,89.1,260,93.9,92.9,100.0,1,7,1,0,2,1.8,0,0.0,2,1,2,1,0,0,0,1,62,2,20,27,15,0,1,100.0,0.0,37,118,2,0,1,2,43,3,2,0,1,3,0,0,N/a,€6.3M,0
Donyell Malen,nl NED,Aston Villa,FW,25,14,2,305,3,0,0,0,2.2,0.2,12,6,30,0.89,0.0,0.64,0.05,N/a,N/a,N/a,N/a,60.0,2.66,0.20,15.2,53,68.8,144,82.5,73.7,42.9,3,2,2,0,6,1.76,0,0.0,7,4,4,3,2,0,2,0,129,2,9,33,94,25,11,36.4,45.5,79,370,7,7,8,7,87,1,5,2,8,9,4,4,50.0,€18.9M,0
Orel Mangala,be BEL,Everton,MF,26,19,14,1261,1,0,2,0,1.1,0.6,6,34,19,0.07,0.0,0.08,0.05,N/a,N/a,N/a,N/a,37.5,0.43,0.06,22.1,437,89.2,1567,90.5,94.9,76.7,8,50,8,1,24,1.72,1,0.07,16,8,8,3,8,3,5,21,621,22,133,335,157,13,24,58.3,37.5,298,576,6,3,12,12,406,24,17,2,6,49,6,8,42.9,€24.4M,0
Ryan Manning,ie IRL,Southampton,DFMF,28,24,18,1462,0,1,2,0,0.3,3.2,14,35,74,0.0,0.06,0.02,0.2,N/a,N/a,N/a,N/a,12.5,0.06,0.00,22.0,619,77.1,3336,92.2,80.9,44.0,34,33,12,8,50,3.08,3,0.18,28,17,26,12,20,11,9,17,968,72,260,397,321,22,36,30.6,44.4,483,982,13,4,17,5,573,19,32,0,84,65,15,6,71.4,€3.8M,0
Solly March,eng ENG,Brighton,FWMF,30,8,1,168,0,0,2,0,0.1,0.3,5,2,20,0.0,0.0,0.05,0.15,N/a,N/a,N/a,N/a,0.0,0.0,0.00,22.5,60,63.2,222,87.5,57.1,38.9,3,2,4,4,7,3.77,2,1.08,6,3,8,3,3,0,3,2,118,3,12,33,73,7,4,25.0,75.0,57,167,2,3,3,1,67,2,2,3,20,7,1,2,33.3,€2.4M,0
Lisandro Martínez,ar ARG,Manchester Utd,DF,26,20,20,1751,2,1,7,0,1.3,1.1,23,117,7,0.1,0.05,0.07,0.06,N/a,N/a,N/a,N/a,35.3,0.31,0.12,15.9,1200,89.4,7055,94.2,93.0,55.2,9,91,18,2,26,1.34,2,0.1,40,24,36,15,22,8,14,32,1524,156,713,697,125,18,7,85.7,14.3,1017,3129,23,2,1,3,1069,22,7,0,9,81,16,13,55.2,€49.2M,0
Pape Matar Sarr,sn SEN,Tottenham,MF,21,36,22,1913,3,2,6,0,3.7,1.6,33,88,53,0.14,0.09,0.17,0.08,N/a,N/a,N/a,N/a,38.2,0.61,0.09,20.9,889,86.4,3128,90.8,89.9,72.6,15,85,12,2,45,2.12,7,0.33,49,36,25,13,26,10,16,30,1253,47,274,699,302,28,30,36.7,53.3,772,1918,37,5,29,22,872,34,35,2,14,115,34,45,43.0,€45.2M,0
Stephy Mavididi,eng ENG,Leicester City,FW,26,30,16,1615,4,1,2,0,1.8,2.6,91,57,138,0.22,0.06,0.1,0.15,N/a,N/a,N/a,N/a,26.9,0.39,0.15,16.1,460,75.0,1429,91.1,67.4,41.9,22,32,26,7,50,2.78,7,0.39,34,19,42,28,26,2,24,11,863,23,132,327,421,61,95,36.8,49.5,583,2355,40,27,39,35,623,18,18,3,69,83,9,15,37.5,€13.2M,0
Konstantinos Mavropanos,gr GRE,West Ham,DF,26,33,21,2045,0,0,6,1,1.5,0.5,17,61,2,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,27.8,0.22,0.00,14.8,1092,86.3,7277,91.4,92.8,58.0,5,64,4,1,16,0.7,0,0.0,35,24,27,11,25,18,7,40,1532,244,806,671,63,24,17,52.9,29.4,864,2292,10,1,12,0,1008,17,16,3,2,77,57,25,69.5,€18.1M,0
Noussair Mazraoui,ma MAR,Manchester Utd,DF,26,37,34,2838,0,1,3,0,0.7,1.5,42,115,58,0.0,0.03,0.02,0.05,N/a,N/a,N/a,N/a,23.1,0.1,0.00,20.6,1526,85.7,8056,91.3,89.1,56.2,20,125,20,5,56,1.78,1,0.03,115,68,94,35,36,9,27,34,2139,167,839,976,349,30,48,54.2,37.5,1172,2884,32,3,25,17,1289,38,25,4,23,149,50,30,62.5,€45.3M,0
James Mcatee,eng ENG,Manchester City,MFFW,21,15,3,349,3,0,1,0,2.8,0.5,7,7,32,0.77,0.0,0.72,0.13,N/a,N/a,N/a,N/a,33.3,1.03,0.25,14.3,100,80.0,254,87.7,88.9,33.3,3,7,2,0,4,1.03,1,0.26,5,2,7,6,8,0,8,2,168,2,17,62,90,21,7,28.6,71.4,96,211,6,1,5,1,122,6,3,0,8,8,2,3,40.0,€25.6M,0
Kasey McAteer,ie IRL,Leicester City,FW,22,18,9,852,1,1,3,0,1.0,0.7,19,14,71,0.11,0.11,0.11,0.08,N/a,N/a,N/a,N/a,53.8,0.74,0.08,16.4,183,72.6,613,84.3,75.0,50.0,9,13,6,2,20,2.11,2,0.21,23,16,29,15,18,2,16,5,379,21,76,141,169,30,25,24.0,60.0,224,575,11,9,20,16,243,18,15,3,21,45,13,17,43.3,€10.9M,0
Alex McCarthy,eng ENG,Southampton,GK,34,5,5,450,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.60,70.3,0.0,0.0,N/a,0.0,N/a,N/a,117,75.0,1985,95.3,91.8,49.2,0,5,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,173,141,173,0,0,0,0,N/a,N/a,100,276,0,0,0,0,88,0,1,0,0,4,2,0,100.0,€0.6M,0
John McGinn,sct SCO,Aston Villa,MFFW,29,34,27,2223,1,4,7,0,3.1,3.5,32,103,87,0.04,0.16,0.13,0.14,N/a,N/a,N/a,N/a,16.1,0.2,0.03,17.0,699,81.9,3243,91.6,85.8,57.7,31,70,29,8,76,3.08,8,0.32,33,24,31,18,22,2,20,14,1072,31,164,558,361,58,47,42.6,27.7,581,1270,17,7,37,29,744,43,69,3,60,100,17,12,58.6,€21.6M,0
Dwight McNeil,eng ENG,Everton,MFFW,24,21,15,1371,4,6,1,0,1.1,5.2,38,69,80,0.26,0.39,0.07,0.34,N/a,N/a,N/a,N/a,40.0,0.66,0.16,21.9,461,74.5,2790,87.4,82.5,51.5,37,40,36,10,72,4.73,10,0.66,13,8,21,12,7,0,7,6,748,6,73,328,368,25,45,53.3,44.4,443,1162,34,5,26,33,510,6,18,1,105,76,3,17,15.0,€27M,0
Ben Mee,eng ENG,Brentford,DF,34,7,2,183,0,0,2,0,0.0,0.0,3,11,2,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,93,77.5,688,89.5,85.0,40.0,0,10,0,0,0,0.0,0,0.0,2,2,1,0,3,3,0,4,138,18,66,62,11,3,0,N/a,N/a,78,274,1,1,0,0,86,5,0,0,0,11,5,5,50.0,€0.9M,0
Mikel Merino,es ESP,Arsenal,MFFW,28,28,17,1586,7,2,4,1,5.9,2.0,11,69,94,0.4,0.11,0.34,0.11,N/a,N/a,N/a,N/a,34.2,0.74,0.18,10.7,451,78.2,1776,86.9,77.6,54.8,17,40,24,4,43,2.44,4,0.23,46,28,36,16,18,5,13,15,783,37,140,330,323,79,23,39.1,43.5,388,747,13,4,24,27,504,41,23,7,13,86,59,55,51.8,€40.5M,0
Nikola Milenković,rs SRB,Nott'ham Forest,DF,26,37,37,3330,5,2,4,0,4.0,1.1,3,51,6,0.14,0.05,0.11,0.03,N/a,N/a,N/a,N/a,27.6,0.22,0.17,11.6,850,82.3,6325,88.1,88.3,61.7,9,53,2,0,21,0.57,3,0.08,51,29,34,7,41,24,17,27,1412,257,775,552,89,64,1,100.0,0.0,547,1116,3,2,4,2,727,20,5,2,0,85,101,39,72.1,€40.6M,0
Lewis Miley,eng ENG,Newcastle Utd,MF,18,14,1,313,1,0,0,0,0.5,0.0,2,17,8,0.29,0.0,0.16,0.01,N/a,N/a,N/a,N/a,66.7,0.58,0.33,14.6,168,88.0,402,89.5,96.7,70.0,1,11,4,0,4,1.15,0,0.0,14,11,14,7,5,1,4,2,235,5,44,124,68,6,3,33.3,33.3,112,202,2,0,8,1,163,3,1,0,0,16,6,7,46.2,€28.5M,0
James Milner,eng ENG,Brighton,MF,38,4,3,170,0,0,1,0,0.2,0.2,1,10,10,0.0,0.0,0.09,0.12,N/a,N/a,N/a,N/a,0.0,0.0,0.00,16.0,55,74.3,347,92.9,76.7,36.4,4,3,1,1,8,4.24,0,0.0,5,2,3,0,4,2,2,2,93,3,13,49,31,4,1,100.0,0.0,47,97,1,0,0,0,59,3,1,0,8,2,0,1,0.0,€1M,0
Tyrone Mings,eng ENG,Aston Villa,DF,31,14,12,1120,0,0,1,0,0.8,0.2,7,40,1,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,11.1,0.08,0.00,11.8,596,88.2,3364,91.4,94.4,53.1,3,48,5,0,18,1.45,2,0.16,7,6,2,0,13,11,2,7,794,146,405,346,47,17,3,66.7,33.3,484,1365,13,1,3,1,532,4,11,0,1,38,27,22,55.1,€5.7M,0
Tyrick Mitchell,eng ENG,Crystal Palace,DF,24,37,37,3092,0,5,2,0,1.3,6.4,63,70,171,0.0,0.15,0.04,0.19,N/a,N/a,N/a,N/a,25.0,0.09,0.00,12.8,976,72.0,5986,84.8,74.8,41.5,41,51,33,16,72,2.1,7,0.2,91,55,46,21,68,12,56,19,1754,114,622,671,475,43,38,42.1,44.7,820,1771,36,9,38,30,902,23,25,2,105,168,20,21,48.8,€28M,0
Jeremy Monga,N/a,Leicester City,FWMF,15,7,0,112,0,0,0,0,0.2,0.0,6,3,10,0.0,0.0,0.13,0.01,N/a,N/a,N/a,N/a,33.3,0.8,0.00,19.8,18,62.1,53,86.7,83.3,0.0,1,2,1,0,2,1.61,0,0.0,2,1,1,0,3,2,1,0,51,1,9,16,27,5,7,28.6,42.9,37,157,2,3,5,2,32,0,5,0,4,10,0,1,0.0,€9.4M,0
Mikey Moore,eng ENG,Tottenham,FW,16,10,3,366,0,1,0,0,0.2,0.3,12,9,40,0.0,0.25,0.05,0.08,N/a,N/a,N/a,N/a,0.0,0.0,0.00,19.5,67,69.8,226,93.3,60.0,28.6,3,2,5,1,12,2.95,2,0.49,2,1,4,4,2,0,2,1,142,4,17,43,83,13,17,11.8,76.5,106,374,6,5,10,7,107,3,7,3,16,11,1,6,14.3,€16M,0
Morato,br BRA,Nott'ham Forest,DF,23,26,6,907,0,0,5,0,0.2,0.0,1,19,1,0.0,0.0,0.02,0.0,N/a,N/a,N/a,N/a,50.0,0.1,0.00,8.6,238,77.0,1931,87.0,83.7,42.9,0,19,0,0,3,0.3,0,0.0,22,14,21,8,14,5,9,10,457,90,270,170,19,2,2,100.0,0.0,164,417,2,0,6,3,206,11,2,0,0,36,6,14,30.0,€0.1M,0
Álex Moreno,es ESP,Nott'ham Forest,DFMF,31,15,11,955,0,1,2,0,0.2,1.3,26,34,34,0.0,0.09,0.02,0.12,N/a,N/a,N/a,N/a,0.0,0.0,0.00,23.7,308,72.0,1911,87.6,64.2,35.0,8,25,9,2,16,1.51,2,0.19,25,18,39,24,11,5,6,15,559,60,210,202,158,8,21,38.1,38.1,229,864,16,4,13,6,258,12,6,0,19,50,3,11,21.4,€2.1M,0
Sam Morsy,eg EGY,Ipswich Town,MF,32,33,31,2751,1,1,10,0,0.4,1.2,22,120,13,0.03,0.03,0.01,0.04,N/a,N/a,N/a,N/a,23.1,0.1,0.08,27.2,1249,86.4,5579,92.9,91.9,56.8,24,149,17,4,51,1.67,2,0.07,68,41,62,35,34,13,21,29,1683,97,498,953,248,6,29,58.6,31.0,852,2101,24,3,17,13,1137,48,27,0,15,157,18,24,42.9,€1.3M,0
Yerson Mosquera,co COL,Wolves,DF,23,5,5,441,0,0,2,0,0.3,0.1,0,7,0,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.00,12.4,205,85.4,1184,90.4,93.5,62.9,2,16,1,1,5,1.02,0,0.0,11,7,14,5,13,10,3,10,294,43,170,115,12,7,0,N/a,N/a,168,322,1,0,4,1,182,6,7,1,2,24,11,6,64.7,€13.8M,0
Mason Mount,eng ENG,Manchester Utd,MF,25,17,8,622,1,0,3,0,3.2,0.6,15,33,41,0.14,0.0,0.47,0.08,N/a,N/a,N/a,N/a,45.0,1.3,0.05,15.0,207,81.8,709,87.0,81.7,72.2,8,19,8,2,22,3.18,0,0.0,15,5,12,3,11,1,10,4,339,11,45,161,137,31,10,10.0,80.0,215,490,11,2,16,9,249,16,9,1,13,18,4,8,33.3,€35.7M,0
Mykhailo Mudryk,ua UKR,Chelsea,FW,23,7,1,151,0,0,0,0,0.3,1.0,7,5,12,0.0,0.0,0.15,0.58,N/a,N/a,N/a,N/a,100.0,0.6,0.00,11.6,28,66.7,165,70.8,66.7,50.0,2,2,2,1,6,3.6,0,0.0,2,2,0,0,3,1,2,0,62,3,12,15,38,6,8,37.5,62.5,39,227,8,0,3,7,42,2,2,1,7,9,2,4,33.3,€37.8M,0
Marshall Munetsi,zw ZIM,Wolves,MFFW,28,14,12,1078,2,1,0,0,3.3,1.8,9,10,35,0.17,0.08,0.28,0.15,N/a,N/a,N/a,N/a,31.8,0.58,0.09,15.0,152,71.7,390,77.9,75.4,50.0,9,7,3,2,21,1.75,1,0.08,24,10,23,10,14,1,13,6,364,21,58,182,128,36,11,27.3,63.6,148,215,4,4,32,12,182,19,10,3,10,35,29,23,55.8,€18.3M,0
Rodrigo Muniz,br BRA,Fulham,FW,23,31,8,964,8,1,1,0,5.8,0.7,6,27,31,0.75,0.09,0.54,0.07,N/a,N/a,N/a,N/a,48.7,1.77,0.21,12.0,92,64.8,528,67.6,68.9,84.6,7,13,3,0,17,1.59,2,0.19,10,5,4,0,9,2,7,5,311,14,27,161,127,55,18,33.3,50.0,157,187,4,3,47,24,237,11,31,3,1,14,67,63,51.5,€6M,0
Murillo,br BRA,Nott'ham Forest,DF,22,36,36,3188,2,0,6,0,1.4,1.2,22,115,5,0.06,0.0,0.04,0.03,N/a,N/a,N/a,N/a,24.0,0.17,0.08,21.9,1138,78.5,10645,90.1,87.8,49.2,13,139,13,1,44,1.24,2,0.06,53,36,46,19,69,45,24,36,1918,421,989,840,105,24,37,73.0,27.0,821,2531,25,1,19,10,989,27,6,0,14,142,44,22,66.7,€65.2M,0
Jacob Murphy,eng ENG,Newcastle Utd,FW,29,35,31,2360,8,12,4,0,5.7,8.9,79,83,231,0.31,0.46,0.22,0.34,N/a,N/a,N/a,N/a,34.9,0.57,0.19,18.2,688,68.5,3438,84.9,68.1,39.4,42,58,41,15,82,3.13,15,0.57,28,19,44,24,31,0,31,13,1271,27,188,474,622,92,69,50.7,44.9,733,2339,40,27,32,37,911,11,15,3,120,98,5,16,23.8,€17.9M,0
Vitaliy Mykolenko,ua UKR,Everton,DF,25,35,35,3082,1,2,4,0,0.5,2.6,33,110,99,0.03,0.06,0.01,0.08,N/a,N/a,N/a,N/a,7.1,0.03,0.07,20.6,986,74.6,6579,89.3,73.8,45.1,24,102,40,24,43,1.26,4,0.12,63,38,56,27,25,10,15,44,1678,125,525,713,452,32,20,40.0,45.0,697,1506,28,1,23,11,860,22,34,3,101,88,47,37,56.0,€30.4M,0
Wilfred Ndidi,ng NGA,Leicester City,MF,27,28,28,2324,0,5,8,0,2.0,1.9,18,70,75,0.0,0.19,0.08,0.07,N/a,N/a,N/a,N/a,36.4,0.31,0.00,13.9,839,80.3,3031,87.4,82.2,53.4,17,68,11,3,31,1.2,4,0.15,85,51,61,31,47,19,28,31,1400,119,461,699,253,61,33,39.4,54.5,670,1101,23,2,37,33,834,39,18,3,30,127,61,59,50.8,€20.4M,0
Kosta Nedeljković,rs SRB,Aston Villa,DF,18,5,0,126,0,0,0,0,0.0,0.0,1,6,0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,47,88.7,185,95.7,84.0,80.0,0,5,0,0,0,0.0,0,0.0,7,5,3,1,1,0,1,0,66,4,15,32,19,0,2,50.0,50.0,27,33,0,0,1,0,32,0,1,0,1,4,0,1,0.0,€13.9M,0
Reiss Nelson,eng ENG,Fulham,FW,24,11,5,487,1,1,1,0,1.1,1.0,45,35,63,0.18,0.18,0.2,0.18,N/a,N/a,N/a,N/a,50.0,1.11,0.08,15.4,232,86.6,761,92.5,84.6,63.2,13,7,15,3,31,5.73,1,0.18,8,6,13,8,11,0,11,5,347,5,30,110,212,35,35,37.1,37.1,259,960,25,21,14,8,274,6,9,1,23,29,0,4,0.0,€16.4M,0
Neto,br BRA,Bournemouth,GK,35,2,2,180,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.00,84.6,0.0,N/a,N/a,0.0,N/a,N/a,40,64.5,896,100.0,100.0,36.4,0,2,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,70,60,70,0,0,0,0,N/a,N/a,35,99,0,0,0,0,28,0,2,0,0,3,0,0,N/a,€0.8M,0
Eddie Nketiah,eng ENG,Crystal Palace,FWMF,25,29,9,1034,3,1,6,1,5.8,1.7,41,19,79,0.26,0.09,0.5,0.15,N/a,N/a,N/a,N/a,37.2,1.39,0.07,13.8,179,74.3,563,79.2,80.0,70.0,13,11,5,0,31,2.69,3,0.26,15,8,13,6,10,1,9,3,412,11,47,176,198,67,31,35.5,51.6,246,878,25,14,34,17,294,31,29,5,5,26,21,38,35.6,€24.8M,0
Christopher Nkunku,fr FRA,Chelsea,FW,26,27,9,921,3,2,2,0,4.8,2.1,17,25,68,0.29,0.2,0.47,0.21,N/a,N/a,N/a,N/a,44.0,1.07,0.12,12.6,299,89.5,760,91.6,92.2,100.0,14,26,7,0,34,3.32,4,0.39,12,8,8,2,9,2,7,7,448,10,52,183,217,52,27,37.0,51.9,280,628,16,13,18,17,356,16,11,3,4,29,16,22,42.1,€51.3M,0
Matheus Nunes,pt POR,Manchester City,DFMF,25,26,19,1674,1,6,4,0,1.2,4.4,63,79,175,0.05,0.32,0.07,0.23,N/a,N/a,N/a,N/a,44.4,0.22,0.11,19.0,1065,86.3,2994,91.9,86.9,65.4,23,53,26,7,46,2.47,8,0.43,35,22,38,22,17,4,13,15,1416,47,251,560,614,62,41,46.3,34.1,866,2315,37,24,32,13,1013,30,20,6,45,70,14,19,42.4,€42.3M,0
Ethan Nwaneri,eng ENG,Arsenal,FWMF,17,26,11,895,4,2,1,0,1.2,1.2,46,33,113,0.4,0.2,0.12,0.12,N/a,N/a,N/a,N/a,37.5,0.91,0.17,18.5,342,80.5,1216,92.3,76.9,51.4,16,17,16,6,29,2.91,3,0.3,11,7,21,14,8,2,6,2,544,3,44,167,339,44,62,59.7,30.6,365,1329,25,17,23,17,398,9,5,6,54,34,4,8,33.3,€45.6M,0
Christian Nørgaard,dk DEN,Brentford,MF,30,34,34,2819,5,4,8,1,4.3,1.3,14,154,42,0.16,0.13,0.14,0.04,N/a,N/a,N/a,N/a,38.5,0.48,0.13,14.3,1164,81.6,6409,87.4,85.0,59.4,18,137,27,4,58,1.85,13,0.42,79,49,81,33,52,20,32,49,1802,176,613,855,350,57,14,50.0,35.7,826,1391,16,4,34,20,1075,44,28,1,17,193,49,30,62.0,€10.7M,0
Jake O'Brien,ie IRL,Everton,DF,23,20,17,1571,2,0,5,0,0.8,0.6,7,50,25,0.11,0.0,0.04,0.03,N/a,N/a,N/a,N/a,50.0,0.17,0.33,11.1,577,79.6,3946,89.4,82.0,64.3,6,41,8,5,16,0.92,0,0.0,26,17,25,8,17,4,13,4,900,93,374,390,139,22,10,40.0,50.0,391,906,6,2,5,5,481,13,5,3,18,52,41,30,57.7,€23.3M,0
Matt O'Riley,dk DEN,Brighton,MF,23,21,11,938,2,2,1,0,2.8,2.4,22,38,52,0.19,0.19,0.27,0.23,N/a,N/a,N/a,N/a,28.6,0.58,0.05,17.6,316,76.5,1362,88.5,81.2,47.6,21,30,8,1,40,3.84,5,0.48,16,9,13,9,7,3,4,13,525,20,80,232,215,47,13,61.5,30.8,275,544,12,8,19,4,307,16,13,2,51,29,5,8,38.5,€25.6M,0
Dara O'Shea,ie IRL,Ipswich Town,DF,25,35,35,3122,0,2,6,0,1.3,0.5,3,80,8,0.0,0.06,0.04,0.01,N/a,N/a,N/a,N/a,9.1,0.06,0.00,13.6,1234,78.2,10549,87.2,85.6,49.3,3,89,4,1,24,0.69,4,0.12,49,31,34,12,62,50,12,33,2022,393,1169,730,129,51,2,50.0,50.0,897,2069,2,0,12,4,1162,21,26,3,8,110,114,85,57.3,€21.8M,0
Chidozie Obi-Martin,dk DEN,Manchester Utd,FW,16,7,1,165,0,0,1,0,0.7,0.0,2,1,12,0.0,0.0,0.36,0.0,N/a,N/a,N/a,N/a,20.0,0.55,0.00,10.7,20,83.3,49,90.9,77.8,50.0,0,1,0,0,2,1.09,0,0.0,2,1,2,0,0,0,0,0,47,3,6,21,20,9,3,33.3,66.7,22,50,0,1,5,1,29,3,1,0,0,9,2,4,33.3,€2.1M,0
Wilson Odobert,fr FRA,Tottenham,FWMF,19,16,9,850,1,0,0,0,1.6,1.0,45,27,66,0.11,0.0,0.17,0.1,N/a,N/a,N/a,N/a,30.8,0.42,0.08,16.4,212,77.4,567,92.7,74.0,66.7,6,11,12,3,16,1.7,1,0.11,14,5,14,6,6,0,6,4,381,7,46,142,197,35,32,37.5,53.1,265,1146,25,18,21,17,273,2,3,1,25,34,4,8,33.3,€25.6M,0
Chiedozie Ogbene,ie IRL,Ipswich Town,FW,27,5,3,238,0,0,0,0,0.0,0.1,7,0,15,0.0,0.0,0.0,0.03,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,32,74.4,27,83.3,80.0,100.0,2,0,0,0,3,1.13,0,0.0,7,3,4,2,1,0,1,1,70,3,11,19,40,6,7,14.3,42.9,41,139,2,2,4,2,43,2,7,1,4,6,1,6,14.3,€9.8M,0
