Name,Nation,Team,Position,Age,Matches_Played,Starts,Minutes,Goals,Assists,Yellow_Cards,Red_Cards,xG,xAG,Progressive_Carries,Progressive_Passes,Progressive_Passes_Received,Goals_Per90,Assists_Per90,xG_Per90,xAG_Per90,GA90,Save_Pct,CS_Pct,PK_Save_Pct,SoT_Pct,SoT_Per90,Goals_Per_Shot,Avg_Shot_Distance,Passes_Completed,Pass_Completion_Pct,Progressive_Passing_Distance,Short_Pass_Pct,Medium_Pass_Pct,Long_Pass_Pct,Key_Passes,Passes_Into_Final_Third,Passes_Into_Penalty_Area,Crosses_Into_Penalty_Area,SCA,SCA90,GCA,GCA90,Tackles,Tackles_Won,Challenges,Challenges_Lost,Blocks,Blocked_Shots,Blocked_Passes,Interceptions,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Take_Ons_Attempted,Take_Ons_Success_Pct,Take_Ons_Tackled_Pct,Carries,Progressive_Carries_Distance,Carries_Into_Final_Third,Carries_Into_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Ball_Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won_Pct,transfer_value,Cluster
André Onana,cm CMR,Manchester Utd,GK,28,34,34,3060,0,0,0,0,0.0,0.2,0,1,0,0.0,0.0,0.0,0.0,1.29,68.9,26.5,25.0,N/a,0.0,N/a,N/a,948,72.6,13922,99.1,99.1,36.6,1,28,0,0,4,0.12,0,0.0,2,2,4,2,0,0,0,0,1371,1046,1350,22,0,0,1,100.0,0.0,961,2676,0,0,1,0,832,0,2,0,0,34,6,0,100.0,€22.2M,1
Jordan Pickford,eng ENG,Everton,GK,30,38,38,3420,0,1,7,0,0.0,0.4,0,0,0,0.0,0.03,0.0,0.01,1.16,73.0,31.6,100.0,N/a,0.0,N/a,N/a,1057,66.3,25121,99.3,98.5,46.1,2,74,8,0,13,0.34,2,0.05,1,0,2,1,0,0,0,1,1708,1116,1640,69,0,0,0,N/a,N/a,989,3568,0,0,2,0,871,0,7,0,0,36,5,1,83.3,€15.6M,1
Nick Pope,eng ENG,Newcastle Utd,GK,32,28,28,2520,0,0,2,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.25,71.7,28.6,50.0,N/a,0.0,N/a,N/a,575,73.5,8818,99.2,98.4,43.0,1,2,0,0,7,0.25,0,0.0,0,0,0,0,1,0,1,1,872,688,857,15,0,0,0,N/a,N/a,439,1708,0,0,0,1,305,2,5,0,0,24,11,1,91.7,€11.5M,1
Aaron Ramsdale,eng ENG,Southampton,GK,26,30,30,2700,0,0,2,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.20,67.6,10.0,28.6,N/a,0.0,N/a,N/a,774,63.3,16992,99.5,96.5,37.5,0,36,1,0,3,0.1,0,0.0,0,0,3,3,0,0,0,2,1314,946,1286,32,0,0,0,N/a,N/a,786,2349,0,0,3,0,702,1,4,0,0,23,6,0,100.0,€18.6M,1
David Raya,es ESP,Arsenal,GK,28,38,38,3420,0,0,3,0,0.0,0.0,0,14,0,0.0,0.0,0.0,0.0,0.89,74.2,34.2,0.0,N/a,0.0,N/a,N/a,1040,73.6,17222,99.0,98.0,37.7,1,45,3,0,5,0.13,1,0.03,0,0,2,2,0,0,0,2,1480,880,1388,92,0,0,1,100.0,0.0,921,2729,0,0,1,0,841,1,10,0,0,41,13,0,100.0,€28.7M,1
José Sá,pt POR,Wolves,GK,31,29,29,2609,0,0,2,0,0.0,0.2,0,2,0,0.0,0.0,0.0,0.01,1.66,63.2,24.1,28.6,N/a,0.0,N/a,N/a,592,64.1,10381,99.2,97.0,31.1,3,22,1,0,5,0.17,0,0.0,2,2,2,0,0,0,0,0,985,785,976,10,0,0,8,100.0,0.0,630,2483,0,0,1,0,485,4,9,0,0,37,11,1,91.7,€8.6M,1
Robert Sánchez,es ESP,Chelsea,GK,26,32,32,2880,0,0,5,0,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,1.06,76.4,31.3,20.0,N/a,0.0,N/a,N/a,871,69.7,13967,99.5,96.6,36.3,2,26,1,0,7,0.22,2,0.06,0,0,1,1,0,0,0,2,1323,980,1311,12,0,0,0,N/a,N/a,881,2852,0,0,0,0,822,2,4,0,0,43,12,0,100.0,€24.8M,1
Matz Sels,be BEL,Nott'ham Forest,GK,32,38,38,3420,0,0,4,0,0.0,0.4,1,2,0,0.0,0.0,0.0,0.01,1.21,73.9,34.2,0.0,N/a,0.0,N/a,N/a,519,52.0,16407,100.0,98.2,36.9,2,45,4,0,6,0.16,0,0.0,1,1,1,0,0,0,0,0,1102,833,1082,20,0,0,0,N/a,N/a,528,1697,1,1,0,0,426,1,10,0,0,17,15,2,88.2,€7.5M,1
Bart Verbruggen,nl NED,Brighton,GK,21,36,36,3240,0,1,5,0,0.0,0.0,0,2,0,0.0,0.03,0.0,0.0,1.61,65.7,19.4,0.0,N/a,0.0,N/a,N/a,1011,76.9,16175,99.3,98.3,45.8,1,20,1,0,5,0.14,1,0.03,0,0,3,3,1,0,1,0,1406,1109,1392,14,0,0,2,100.0,0.0,955,1804,1,1,2,0,909,0,2,0,0,59,10,1,90.9,€32M,1
Guglielmo Vicario,it ITA,Tottenham,GK,27,24,24,2160,0,0,1,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.54,64.7,16.7,0.0,N/a,0.0,N/a,N/a,764,87.4,8856,99.2,96.6,49.4,0,2,0,0,4,0.17,0,0.0,0,0,0,0,0,0,0,1,928,626,910,18,0,0,1,100.0,0.0,661,1700,0,0,0,0,597,0,2,0,0,32,9,0,100.0,€39.2M,1
